"","Date","Game","Attendance","Team","Rank","GB","Day","Streak","WinPitch","LosePitch","Location","Year","Month","Weekday","Weekend"
"1",2004-04-12,7,40483,"PIT",6,2,"D",1,"Benson","Maddux","Home",2004,4,"Monday",FALSE
"2",2004-04-14,8,38968,"PIT",3,1.5,"D",-1,"Clement","Vogelsong","Home",2004,4,"Wednesday",FALSE
"3",2004-04-15,9,39450,"PIT",3,0.5,"D",1,"Zambrano","Fogg","Home",2004,4,"Thursday",FALSE
"4",2004-04-16,10,40173,"CIN",2,0.5,"D",2,"Borowski","Graves","Home",2004,4,"Friday",FALSE
"5",2004-04-17,11,40607,"CIN",3,1.5,"D",3,"Wagner","Wood","Home",2004,4,"Saturday",FALSE
"6",2004-04-18,12,39624,"CIN",4,2.5,"D",-1,"Jones","Borowski","Home",2004,4,"Sunday",FALSE
"7",2004-04-19,13,39057,"CIN",4,2,"D",-2,"Clement","Haynes","Home",2004,4,"Monday",FALSE
"8",2004-04-23,16,38862,"NYM",1,0,"D",3,"Maddux","Seo","Home",2004,4,"Friday",FALSE
"9",2004-04-24,17,39043,"NYM",1,0,"D",4,"Wood","Yates","Home",2004,4,"Saturday",FALSE
"10",2004-04-25,18,38635,"NYM",1,-1,"D",5,"Clement","Leiter","Home",2004,4,"Sunday",FALSE
"11",2004-05-04,26,38942,"ARI",2,1,"N",1,"Sparks","Mitre","Home",2004,5,"Tuesday",FALSE
"12",2004-05-05,27,38902,"ARI",2,2,"N",-1,"Daigle","Wood","Home",2004,5,"Wednesday",FALSE
"13",2004-05-06,28,38169,"ARI",2,2,"D",-2,"Clement","Dessens","Home",2004,5,"Thursday",FALSE
"14",2004-05-07,29,37307,"COL",2,2,"D",1,"Zambrano","Estes","Home",2004,5,"Friday",FALSE
"15",2004-05-08,30,39546,"COL",2,2,"D",2,"Jennings","Maddux","Home",2004,5,"Saturday",FALSE
"16",2004-05-09,31,39155,"COL",2,2,"D",-1,"Rusch","Fassero","Home",2004,5,"Sunday",FALSE
"17",2004-05-18,38,38958,"SFG",2,1,"N",4,"Schmidt","Clement","Home",2004,5,"Tuesday",FALSE
"18",2004-05-19,39,39047,"SFG",2,1,"N",-1,"Borowski","Brower","Home",2004,5,"Wednesday",FALSE
"19",2004-05-20,40,39349,"SFG",2,1,"D",1,"Herges","Borowski","Home",2004,5,"Thursday",FALSE
"20",2004-05-21,41,39298,"STL",2,1,"D",-1,"Carpenter","Mitre","Home",2004,5,"Friday",FALSE
"21",2004-05-22,42,40131,"STL",1,0,"D",-2,"Rusch","Williams","Home",2004,5,"Saturday",FALSE
"22",2004-05-23,43,40090,"STL",1,0,"N",1,"Clement","Morris","Home",2004,5,"Sunday",FALSE
"23",2004-05-31,50,39380,"HOU",2,2.5,"D",1,"Maddux","Oswalt","Home",2004,5,"Monday",FALSE
"24",2004-06-01,51,38667,"HOU",4,3.5,"N",2,"Miceli","Farnsworth","Home",2004,6,"Tuesday",FALSE
"25",2004-06-02,52,38346,"HOU",4,4.5,"D",-1,"Clemens","Clement","Home",2004,6,"Wednesday",FALSE
"26",2004-06-04,53,40024,"PIT",5,4.5,"D",-2,"Torres","Borowski","Home",2004,6,"Friday",FALSE
"27",2004-06-05,54,39387,"PIT",4,4.5,"D",-3,"Zambrano","Benson","Home",2004,6,"Saturday",FALSE
"28",2004-06-06,55,39016,"PIT",4,4.5,"D",1,"Maddux","Vogelsong","Home",2004,6,"Sunday",FALSE
"29",2004-06-07,56,39226,"STL",4,4.5,"N",2,"Carpenter","Rusch","Home",2004,6,"Monday",FALSE
"30",2004-06-08,57,39338,"STL",4,3.5,"N",-1,"Clement","Williams","Home",2004,6,"Tuesday",FALSE
"31",2004-06-09,58,38693,"STL",4,3.5,"D",1,"Morris","Prior","Home",2004,6,"Wednesday",FALSE
"32",2004-06-10,59,38707,"STL",4,3,"D",-1,"Zambrano","Haren","Home",2004,6,"Thursday",FALSE
"33",2004-06-18,67,40073,"OAK",2,3,"D",6,"Redman","Clement","Home",2004,6,"Friday",FALSE
"34",2004-06-19,68,40022,"OAK",2,3,"D",-1,"Farnsworth","Bradford","Home",2004,6,"Saturday",FALSE
"35",2004-06-20,69,40145,"OAK",2,2,"D",1,"Zambrano","Zito","Home",2004,6,"Sunday",FALSE
"36",2004-06-29,76,40008,"HOU",2,3.5,"N",-2,"Beltran","Weathers","Home",2004,6,"Tuesday",FALSE
"37",2004-06-30,77,39326,"HOU",2,3.5,"D",1,"Lidge","Hawkins","Home",2004,6,"Wednesday",FALSE
"38",2004-07-01,78,39116,"HOU",2,3,"D",-1,"Leicester","Lidge","Home",2004,7,"Thursday",FALSE
"39",2004-07-02,79,39625,"CHW",2,3,"D",1,"Zambrano","Loaiza","Home",2004,7,"Friday",FALSE
"40",2004-07-03,80,39528,"CHW",2,3,"D",2,"Maddux","Diaz","Home",2004,7,"Saturday",FALSE
"41",2004-07-04,81,38596,"CHW",2,3,"N",3,"Hawkins","Takatsu","Home",2004,7,"Sunday",FALSE
"42",2004-07-15,88,40123,"MIL",2,7,"N",1,"Rusch","Davis","Home",2004,7,"Thursday",FALSE
"43",2004-07-16,89,39968,"MIL",2,8,"D",2,"Santos","Clement","Home",2004,7,"Friday",FALSE
"44",2004-07-17,90,40003,"MIL",2,7,"D",-1,"Maddux","Sheets","Home",2004,7,"Saturday",FALSE
"45",2004-07-18,91,39911,"MIL",2,8,"D",1,"Capuano","Beltran","Home",2004,7,"Sunday",FALSE
"46",2004-07-19,92,40033,"STL",2,9,"N",-1,"Carpenter","Zambrano","Home",2004,7,"Monday",FALSE
"47",2004-07-20,93,39371,"STL",3,10,"D",-2,"King","Hawkins","Home",2004,7,"Tuesday",FALSE
"48",2004-07-21,94,38761,"CIN",2,10,"D",-3,"Wellemeyer","Van Poppel","Home",2004,7,"Wednesday",FALSE
"49",2004-07-22,95,40010,"CIN",2,10,"D",1,"Maddux","Lidle","Home",2004,7,"Thursday",FALSE
"50",2004-07-30,103,39117,"PHI",2,10.5,"D",1,"Leicester","Cormier","Home",2004,7,"Friday",FALSE
"51",2004-07-31,104,39086,"PHI",2,10.5,"D",2,"Millwood","Clement","Home",2004,7,"Saturday",FALSE
"52",2004-08-01,105,39032,"PHI",2,10.5,"D",-1,"Mercker","Wolf","Home",2004,8,"Sunday",FALSE
"53",2004-08-10,112,39097,"SDP",2,12.5,"N",-1,"Eaton","Prior","Home",2004,8,"Tuesday",FALSE
"54",2004-08-11,113,39165,"SDP",2,12.5,"N",-2,"Zambrano","Hitchcock","Home",2004,8,"Wednesday",FALSE
"55",2004-08-12,114,39054,"SDP",2,12.5,"D",1,"Stone","Dempster","Home",2004,8,"Thursday",FALSE
"56",2004-08-13,115,39105,"LAD",2,13.5,"D",-1,"Perez","Maddux","Home",2004,8,"Friday",FALSE
"57",2004-08-14,116,39069,"LAD",2,12.5,"D",-2,"Wood","Ishii","Home",2004,8,"Saturday",FALSE
"58",2004-08-15,117,39079,"LAD",2,13.5,"D",1,"Sanchez","Farnsworth","Home",2004,8,"Sunday",FALSE
"59",2004-08-23,124,38925,"MIL",2,14,"N",1,"Zambrano","Sheets","Home",2004,8,"Monday",FALSE
"60",2004-08-24,125,38457,"MIL",2,13,"N",2,"Clement","Capuano","Home",2004,8,"Tuesday",FALSE
"61",2004-08-25,126,38365,"MIL",2,13,"D",3,"Hawkins","Vizcaino","Home",2004,8,"Wednesday",FALSE
"62",2004-08-26,127,38216,"HOU",2,12,"D",4,"Prior","Backe","Home",2004,8,"Thursday",FALSE
"63",2004-08-27,128,39038,"HOU",2,13,"D",5,"Oswalt","Wood","Home",2004,8,"Friday",FALSE
"64",2004-08-28,129,39081,"HOU",2,14,"D",-1,"Clemens","Zambrano","Home",2004,8,"Saturday",FALSE
"65",2004-08-29,130,39041,"HOU",2,15,"D",-2,"Hernandez","Clement","Home",2004,8,"Sunday",FALSE
"66",2004-09-06,134,38807,"MON",2,16.5,"D",1,"Zambrano","Armas","Home",2004,9,"Monday",FALSE
"67",2004-09-07,135,38321,"MON",2,17.5,"N",2,"Cordero","Wellemeyer","Home",2004,9,"Tuesday",FALSE
"68",2004-09-08,136,38379,"MON",3,17.5,"N",-1,"Downs","Maddux","Home",2004,9,"Wednesday",FALSE
"69",2004-09-10,138,38992,"FLA",2,17,"D",-3,"Prior","Kensing","Home",2004,9,"Friday",FALSE
"70",2004-09-11,139,39078,"FLA",2,16,"D",1,"Dempster","Mota","Home",2004,9,"Saturday",FALSE
"71",2004-09-12,140,38794,"FLA",2,17,"D",2,"Burnett","Rusch","Home",2004,9,"Sunday",FALSE
"72",2004-09-13,141,38326,"PIT",2,16.5,"N",-1,"Maddux","Brooks","Home",2004,9,"Monday",FALSE
"73",2004-09-14,142,38676,"PIT",2,15.5,"N",1,"Wellemeyer","Meadows","Home",2004,9,"Tuesday",FALSE
"74",2004-09-15,143,38395,"PIT",2,15.5,"D",2,"Wuertz","Perez","Home",2004,9,"Wednesday",FALSE
"75",2004-09-27,156,38984,"CIN",2,15,"N",-2,"Zambrano","Claussen","Home",2004,9,"Monday",FALSE
"76",2004-09-28,157,38895,"CIN",2,15,"N",1,"Hancock","Maddux","Home",2004,9,"Tuesday",FALSE
"77",2004-09-29,158,38190,"CIN",3,15,"D",-1,"Riedling","Leicester","Home",2004,9,"Wednesday",FALSE
"78",2004-09-30,159,38281,"CIN",3,15,"D",-2,"Padilla","Remlinger","Home",2004,9,"Thursday",FALSE
"79",2004-10-01,160,38795,"ATL",3,16,"D",-3,"Hampton","Wood","Home",2004,10,"Friday",FALSE
"80",2004-10-02,161,38695,"ATL",3,16,"D",-4,"Gryboski","Farnsworth","Home",2004,10,"Saturday",FALSE
"81",2004-10-03,162,38420,"ATL",3,16,"D",-5,"Maddux","Byrd","Home",2004,10,"Sunday",FALSE
"82",2005-04-08,4,39892,"MIL",5,2.5,"D",-2,"De La Rosa","Leicester","Home",2005,4,"Friday",FALSE
"83",2005-04-09,5,38743,"MIL",5,1.5,"D",-3,"Zambrano","Sheets","Home",2005,4,"Saturday",FALSE
"84",2005-04-10,6,39076,"MIL",3,1.5,"D",1,"Rusch","Turnbow","Home",2005,4,"Sunday",FALSE
"85",2005-04-11,7,36791,"SDP",4,1.5,"D",2,"Eaton","Dempster","Home",2005,4,"Monday",FALSE
"86",2005-04-13,9,39230,"SDP",4,1.5,"D",-2,"Prior","Lawrence","Home",2005,4,"Wednesday",FALSE
"87",2005-04-23,17,37695,"PIT",2,3.5,"D",-1,"Grabow","Hawkins","Home",2005,4,"Saturday",FALSE
"88",2005-04-24,18,37452,"PIT",2,3.5,"D",-2,"Wood","Williams","Home",2005,4,"Sunday",FALSE
"89",2005-04-25,19,38013,"CIN",2,3,"N",1,"Prior","Wilson","Home",2005,4,"Monday",FALSE
"90",2005-04-26,20,38113,"CIN",2,4,"N",2,"Weathers","Wuertz","Home",2005,4,"Tuesday",FALSE
"91",2005-04-27,21,38114,"CIN",2,4,"D",-1,"Hawkins","Belisle","Home",2005,4,"Wednesday",FALSE
"92",2005-05-06,28,38767,"PHI",3,6,"D",-5,"Wagner","Hawkins","Home",2005,5,"Friday",FALSE
"93",2005-05-07,29,38933,"PHI",3,6,"D",-6,"Lieber","Rusch","Home",2005,5,"Saturday",FALSE
"94",2005-05-08,30,38656,"PHI",3,6,"D",-7,"Zambrano","Myers","Home",2005,5,"Sunday",FALSE
"95",2005-05-09,31,37562,"NYM",3,7,"N",1,"DeJean","Hawkins","Home",2005,5,"Monday",FALSE
"96",2005-05-10,32,38813,"NYM",3,6,"N",-1,"Maddux","Benson","Home",2005,5,"Tuesday",FALSE
"97",2005-05-11,33,38475,"NYM",3,6,"D",1,"Dempster","Bell","Home",2005,5,"Wednesday",FALSE
"98",2005-05-20,39,38988,"CHW",2,7,"D",2,"Garcia","Maddux","Home",2005,5,"Friday",FALSE
"99",2005-05-21,40,39461,"CHW",4,8,"D",-1,"Contreras","Wuertz","Home",2005,5,"Saturday",FALSE
"100",2005-05-22,41,39334,"CHW",2,7,"D",-2,"Prior","Vizcaino","Home",2005,5,"Sunday",FALSE
"101",2005-05-23,42,38232,"HOU",2,7,"N",1,"Rusch","Rodriguez","Home",2005,5,"Monday",FALSE
"102",2005-05-24,43,38805,"HOU",2,7,"N",2,"Wuertz","Lidge","Home",2005,5,"Tuesday",FALSE
"103",2005-05-25,44,38118,"HOU",3,8,"N",3,"Backe","Maddux","Home",2005,5,"Wednesday",FALSE
"104",2005-05-26,45,38393,"COL",3,8.5,"D",-1,"Jennings","Zambrano","Home",2005,5,"Thursday",FALSE
"105",2005-05-27,46,38771,"COL",3,8.5,"D",-2,"Wellemeyer","Kennedy","Home",2005,5,"Friday",FALSE
"106",2005-05-28,47,39368,"COL",3,8.5,"D",1,"Rusch","Kim","Home",2005,5,"Saturday",FALSE
"107",2005-05-29,48,40322,"COL",2,7.5,"D",2,"Novoa","Carvajal","Home",2005,5,"Sunday",FALSE
"108",2005-06-06,56,38807,"TOR",2,6.5,"N",2,"Chacin","Koronka","Home",2005,6,"Monday",FALSE
"109",2005-06-07,57,39159,"TOR",2,7.5,"N",-1,"Schoeneweis","Wellemeyer","Home",2005,6,"Tuesday",FALSE
"110",2005-06-08,58,38086,"TOR",2,6.5,"D",-2,"Mitre","Halladay","Home",2005,6,"Wednesday",FALSE
"111",2005-06-10,59,39215,"BOS",2,6.5,"D",1,"Maddux","Arroyo","Home",2005,6,"Friday",FALSE
"112",2005-06-11,60,39096,"BOS",2,5.5,"D",2,"Wellemeyer","Miller","Home",2005,6,"Saturday",FALSE
"113",2005-06-12,61,39138,"BOS",2,6.5,"N",3,"Wakefield","Rusch","Home",2005,6,"Sunday",FALSE
"114",2005-06-13,62,38708,"FLA",2,6.5,"N",-1,"Willis","Koronka","Home",2005,6,"Monday",FALSE
"115",2005-06-14,63,38887,"FLA",2,6.5,"N",-2,"Mitre","Beckett","Home",2005,6,"Tuesday",FALSE
"116",2005-06-15,64,39263,"FLA",2,6.5,"D",1,"Burnett","Maddux","Home",2005,6,"Wednesday",FALSE
"117",2005-06-28,75,39574,"MIL",2,8.5,"N",2,"Zambrano","Davis","Home",2005,6,"Tuesday",FALSE
"118",2005-06-29,76,38846,"MIL",2,8.5,"D",3,"Novoa","Santana","Home",2005,6,"Wednesday",FALSE
"119",2005-06-30,77,38631,"MIL",2,8.5,"D",4,"Capuano","Maddux","Home",2005,6,"Thursday",FALSE
"120",2005-07-01,78,38973,"WSN",2,9.5,"D",-1,"Hernandez","Prior","Home",2005,7,"Friday",FALSE
"121",2005-07-02,79,40488,"WSN",2,9.5,"D",-2,"Armas","Williams","Home",2005,7,"Saturday",FALSE
"122",2005-07-03,80,40006,"WSN",2,10.5,"D",-3,"Eischen","Mitre","Home",2005,7,"Sunday",FALSE
"123",2005-07-14,88,38902,"PIT",3,12,"D",3,"Prior","Redman","Home",2005,7,"Thursday",FALSE
"124",2005-07-15,89,39512,"PIT",2,12,"D",4,"Wood","Fogg","Home",2005,7,"Friday",FALSE
"125",2005-07-16,90,39790,"PIT",2,13,"D",5,"Duke","Maddux","Home",2005,7,"Saturday",FALSE
"126",2005-07-17,91,39391,"PIT",2,13,"D",-1,"Zambrano","Wells","Home",2005,7,"Sunday",FALSE
"127",2005-07-25,99,39477,"SFG",3,11.5,"N",2,"Dempster","Walker","Home",2005,7,"Monday",FALSE
"128",2005-07-26,100,39002,"SFG",3,12.5,"N",3,"Christiansen","Rusch","Home",2005,7,"Tuesday",FALSE
"129",2005-07-27,101,38877,"SFG",3,11.5,"D",-1,"Dempster","Correia","Home",2005,7,"Wednesday",FALSE
"130",2005-07-28,102,39154,"ARI",3,12.5,"D",1,"Halsey","Williams","Home",2005,7,"Thursday",FALSE
"131",2005-07-29,103,39312,"ARI",3,11.5,"D",-1,"Novoa","Bruney","Home",2005,7,"Friday",FALSE
"132",2005-07-30,104,39726,"ARI",3,12.5,"D",1,"Cormier","Novoa","Home",2005,7,"Saturday",FALSE
"133",2005-07-31,105,39285,"ARI",3,13.5,"D",-1,"Webb","Maddux","Home",2005,7,"Sunday",FALSE
"134",2005-08-08,112,39965,"CIN",4,17,"N",-5,"Claussen","Williams","Home",2005,8,"Monday",FALSE
"135",2005-08-09,113,38368,"CIN",4,18,"D",-6,"Harang","Ohman","Home",2005,8,"Tuesday",FALSE
"136",2005-08-10,114,38405,"CIN",4,19,"D",-7,"Milton","Hill","Home",2005,8,"Wednesday",FALSE
"137",2005-08-11,115,38170,"STL",4,18,"D",-8,"Maddux","Mulder","Home",2005,8,"Thursday",FALSE
"138",2005-08-12,116,39717,"STL",3,17,"D",1,"Zambrano","Marquis","Home",2005,8,"Friday",FALSE
"139",2005-08-13,117,39923,"STL",3,18,"D",2,"Carpenter","Williams","Home",2005,8,"Saturday",FALSE
"140",2005-08-14,118,39311,"STL",3,17,"N",-1,"Prior","Morris","Home",2005,8,"Sunday",FALSE
"141",2005-08-22,125,38767,"ATL",4,19,"N",-2,"Hudson","Wood","Home",2005,8,"Monday",FALSE
"142",2005-08-23,126,38273,"ATL",4,18,"N",-3,"Williams","Thomson","Home",2005,8,"Tuesday",FALSE
"143",2005-08-24,127,38033,"ATL",4,19,"D",1,"Sosa","Prior","Home",2005,8,"Wednesday",FALSE
"144",2005-08-26,128,38544,"FLA",4,19.5,"D",-1,"Vargas","Rusch","Home",2005,8,"Friday",FALSE
"145",2005-08-27,129,39202,"FLA",4,20.5,"D",-2,"Willis","Maddux","Home",2005,8,"Saturday",FALSE
"146",2005-08-28,130,38763,"FLA",4,20.5,"D",-3,"Zambrano","Beckett","Home",2005,8,"Sunday",FALSE
"147",2005-08-29,131,37625,"LAD",5,21.5,"N",1,"Houlton","Williams","Home",2005,8,"Monday",FALSE
"148",2005-08-30,132,37552,"LAD",4,20.5,"N",-1,"Prior","Penny","Home",2005,8,"Tuesday",FALSE
"149",2005-08-31,133,37489,"LAD",4,21.5,"D",1,"Lowe","Rusch","Home",2005,8,"Wednesday",FALSE
"150",2005-09-12,144,37926,"CIN",4,20.5,"N",2,"Harang","Maddux","Home",2005,9,"Monday",FALSE
"151",2005-09-13,145,37625,"CIN",4,20.5,"N",-1,"Wuertz","Weathers","Home",2005,9,"Tuesday",FALSE
"152",2005-09-14,146,37695,"CIN",4,20.5,"N",1,"Coffey","Van Buren","Home",2005,9,"Wednesday",FALSE
"153",2005-09-15,147,37849,"STL",4,21.5,"N",-1,"Suppan","Prior","Home",2005,9,"Thursday",FALSE
"154",2005-09-16,148,38080,"STL",4,20.5,"D",-2,"Rusch","Morris","Home",2005,9,"Friday",FALSE
"155",2005-09-17,149,39269,"STL",4,21.5,"D",1,"Mulder","Maddux","Home",2005,9,"Saturday",FALSE
"156",2005-09-18,150,38182,"STL",3,20.5,"D",-1,"Zambrano","Reyes","Home",2005,9,"Sunday",FALSE
"157",2005-09-23,154,38622,"HOU",4,19.5,"D",1,"Rusch","Rodriguez","Home",2005,9,"Friday",FALSE
"158",2005-09-24,155,39263,"HOU",4,19.5,"D",2,"Astacio","Zambrano","Home",2005,9,"Saturday",FALSE
"159",2005-09-25,156,38121,"HOU",4,19.5,"D",-1,"Williams","Gallo","Home",2005,9,"Sunday",FALSE
"160",2005-09-27,157,38440,"PIT",4,19.5,"N",1,"Duke","Maddux","Home",2005,9,"Tuesday",FALSE
"161",2005-09-28,158,37491,"PIT",4,19.5,"D",-1,"Maholm","Prior","Home",2005,9,"Wednesday",FALSE
"162",2006-04-07,3,40869,"STL",5,1.5,"D",-1,"Maddux","Suppan","Home",2006,4,"Friday",FALSE
"163",2006-04-08,4,40182,"STL",3,1.5,"D",1,"Howry","Thompson","Home",2006,4,"Saturday",FALSE
"164",2006-04-09,5,39839,"STL",2,0.5,"N",2,"Williamson","Isringhausen","Home",2006,4,"Sunday",FALSE
"165",2006-04-11,6,36708,"CIN",4,0.5,"D",3,"Arroyo","Rusch","Home",2006,4,"Tuesday",FALSE
"166",2006-04-12,7,37252,"CIN",1,0,"D",-1,"Maddux","Claussen","Home",2006,4,"Wednesday",FALSE
"167",2006-04-13,8,40881,"CIN",4,0.5,"D",1,"Milton","Zambrano","Home",2006,4,"Thursday",FALSE
"168",2006-04-24,18,36865,"FLA",4,1.5,"N",1,"Aardsma","Johnson","Home",2006,4,"Monday",FALSE
"169",2006-04-25,19,38680,"FLA",4,1.5,"N",2,"Marshall","Willis","Home",2006,4,"Tuesday",FALSE
"170",2006-04-26,20,39611,"FLA",4,2.5,"D",3,"Nolasco","Williamson","Home",2006,4,"Wednesday",FALSE
"171",2006-04-28,21,39522,"MIL",4,2,"D",-1,"Maddux","Bush","Home",2006,4,"Friday",FALSE
"172",2006-04-29,22,40644,"MIL",4,3,"D",1,"Davis","Rusch","Home",2006,4,"Saturday",FALSE
"173",2006-04-30,23,39229,"MIL",4,3,"D",-1,"Capuano","Zambrano","Home",2006,4,"Sunday",FALSE
"174",2006-05-01,24,36602,"PIT",4,3,"N",-2,"Howry","Grabow","Home",2006,5,"Monday",FALSE
"175",2006-05-02,25,39110,"PIT",4,4,"D",1,"Duke","Guzman","Home",2006,5,"Tuesday",FALSE
"176",2006-05-12,35,39245,"SDP",5,7.5,"D",-1,"Sweeney","Rusch","Home",2006,5,"Friday",FALSE
"177",2006-05-13,36,40095,"SDP",5,8.5,"D",-2,"Meredith","Dempster","Home",2006,5,"Saturday",FALSE
"178",2006-05-14,37,39570,"SDP",5,8.5,"D",-3,"Hensley","Hill","Home",2006,5,"Sunday",FALSE
"179",2006-05-16,38,39298,"WSN",5,7.5,"N",-4,"Zambrano","Hernandez","Home",2006,5,"Tuesday",FALSE
"180",2006-05-17,39,39757,"WSN",5,7.5,"N",1,"Marshall","Day","Home",2006,5,"Wednesday",FALSE
"181",2006-05-18,40,40517,"WSN",5,8.5,"D",2,"Ortiz","Wood","Home",2006,5,"Thursday",FALSE
"182",2006-05-26,47,40865,"ATL",5,12.5,"D",-3,"Remlinger","Dempster","Home",2006,5,"Friday",FALSE
"183",2006-05-27,48,41526,"ATL",5,13.5,"D",-4,"Ramirez","Marshall","Home",2006,5,"Saturday",FALSE
"184",2006-05-28,49,41698,"ATL",5,13.5,"D",-5,"Villarreal","Eyre","Home",2006,5,"Sunday",FALSE
"185",2006-05-29,50,40072,"CIN",5,13.5,"D",-6,"Wood","Ramirez","Home",2006,5,"Monday",FALSE
"186",2006-05-30,51,39000,"CIN",5,12.5,"N",1,"Maddux","Claussen","Home",2006,5,"Tuesday",FALSE
"187",2006-05-31,52,39810,"CIN",5,13.5,"N",2,"Milton","Zambrano","Home",2006,5,"Wednesday",FALSE
"188",2006-06-13,63,40563,"HOU",5,12,"N",3,"Pettitte","Marshall","Home",2006,6,"Tuesday",FALSE
"189",2006-06-14,64,39946,"HOU",5,12,"N",-1,"Oswalt","Maddux","Home",2006,6,"Wednesday",FALSE
"190",2006-06-15,65,40236,"HOU",5,13,"D",-2,"Borkowski","Howry","Home",2006,6,"Thursday",FALSE
"191",2006-06-16,66,40683,"DET",5,14,"D",-3,"Robertson","Rusch","Home",2006,6,"Friday",FALSE
"192",2006-06-17,67,41459,"DET",5,15,"D",-4,"Verlander","Marmol","Home",2006,6,"Saturday",FALSE
"193",2006-06-18,68,39938,"DET",5,16,"D",-5,"Rogers","Prior","Home",2006,6,"Sunday",FALSE
"194",2006-06-26,75,39698,"MIL",5,14,"N",-3,"Capuano","Maddux","Home",2006,6,"Monday",FALSE
"195",2006-06-27,76,39399,"MIL",5,14,"N",-4,"Shouse","Dempster","Home",2006,6,"Tuesday",FALSE
"196",2006-06-28,77,39321,"MIL",5,14,"D",-5,"Howry","Kolb","Home",2006,6,"Wednesday",FALSE
"197",2006-06-29,78,39144,"MIL",5,14.5,"D",1,"Gonzalez","Prior","Home",2006,6,"Thursday",FALSE
"198",2006-06-30,79,40720,"CHW",5,14.5,"D",-1,"Garland","Marshall","Home",2006,6,"Friday",FALSE
"199",2006-07-01,80,41027,"CHW",5,14.5,"D",-2,"Cotts","Dempster","Home",2006,7,"Saturday",FALSE
"200",2006-07-02,81,40919,"CHW",5,14.5,"D",-3,"Zambrano","Buehrle","Home",2006,7,"Sunday",FALSE
"201",2006-07-14,89,40782,"NYM",5,16,"D",3,"Trachsel","Maddux","Home",2006,7,"Friday",FALSE
"202",2006-07-15,90,41368,"NYM",5,16,"D",-1,"Zambrano","Glavine","Home",2006,7,"Saturday",FALSE
"203",2006-07-16,91,40157,"NYM",5,17,"N",1,"Feliciano","Marshall","Home",2006,7,"Sunday",FALSE
"204",2006-07-18,92,39883,"HOU",5,15.5,"N",-1,"Marmol","Oswalt","Home",2006,7,"Tuesday",FALSE
"205",2006-07-19,93,40344,"HOU",5,16.5,"N",1,"Clemens","Maddux","Home",2006,7,"Wednesday",FALSE
"206",2006-07-20,94,40208,"HOU",5,16,"D",-1,"Zambrano","Pettitte","Home",2006,7,"Thursday",FALSE
"207",2006-07-27,101,40346,"STL",5,18,"N",-1,"Novoa","Johnson","Home",2006,7,"Thursday",FALSE
"208",2006-07-28,102,40420,"STL",5,17,"D",1,"Marmol","Marquis","Home",2006,7,"Friday",FALSE
"209",2006-07-29,103,41302,"STL",5,16,"D",2,"Maddux","Reyes","Home",2006,7,"Saturday",FALSE
"210",2006-07-30,104,40033,"STL",5,15,"D",3,"Zambrano","Carpenter","Home",2006,7,"Sunday",FALSE
"211",2006-07-31,105,39226,"ARI",5,15.5,"N",4,"Webb","Prior","Home",2006,7,"Monday",FALSE
"212",2006-08-01,106,38970,"ARI",5,14.5,"N",-1,"Hill","Vargas","Home",2006,8,"Tuesday",FALSE
"213",2006-08-03,108,40715,"ARI",5,13.5,"D",-1,"Mateo","Gonzalez","Home",2006,8,"Thursday",FALSE
"214",2006-08-04,109,39973,"PIT",5,13.5,"D",1,"Gorzelanny","Zambrano","Home",2006,8,"Friday",FALSE
"215",2006-08-05,110,41007,"PIT",5,13.5,"D",-1,"Prior","Duke","Home",2006,8,"Saturday",FALSE
"216",2006-08-06,111,40320,"PIT",5,13.5,"D",1,"Hill","Snell","Home",2006,8,"Sunday",FALSE
"217",2006-08-18,121,40346,"STL",5,13,"D",4,"Marquis","Marmol","Home",2006,8,"Friday",FALSE
"218",2006-08-19,122,40864,"STL",5,12,"D",-1,"Wuertz","Isringhausen","Home",2006,8,"Saturday",FALSE
"219",2006-08-20,123,40485,"STL",5,13,"D",1,"Carpenter","Mateo","Home",2006,8,"Sunday",FALSE
"220",2006-08-21,124,38950,"PHI",5,13.5,"N",-1,"Lieber","Hill","Home",2006,8,"Monday",FALSE
"221",2006-08-22,125,38770,"PHI",5,13.5,"N",-2,"Moyer","O'Malley","Home",2006,8,"Tuesday",FALSE
"222",2006-08-23,126,39470,"PHI",5,13.5,"N",-3,"Myers","Howry","Home",2006,8,"Wednesday",FALSE
"223",2006-08-24,127,39464,"PHI",5,12.5,"D",-4,"Zambrano","Hamels","Home",2006,8,"Thursday",FALSE
"224",2006-09-01,134,38582,"SFG",5,17.5,"D",-6,"Hill","Lowry","Home",2006,9,"Friday",FALSE
"225",2006-09-02,135,40135,"SFG",5,17.5,"D",1,"Cain","Marshall","Home",2006,9,"Saturday",FALSE
"226",2006-09-03,136,40702,"SFG",5,18.5,"D",-1,"Schmidt","Wuertz","Home",2006,9,"Sunday",FALSE
"227",2006-09-04,137,37994,"PIT",5,18.5,"D",-2,"Maholm","Zambrano","Home",2006,9,"Monday",FALSE
"228",2006-09-05,138,31494,"PIT",6,19.5,"N",-3,"Grabow","Dempster","Home",2006,9,"Tuesday",FALSE
"229",2006-09-06,139,32557,"PIT",5,18.5,"N",-4,"Wuertz","Grabow","Home",2006,9,"Wednesday",FALSE
"230",2006-09-07,140,27105,"PIT",6,19.5,"D",1,"Bayliss","Eyre","Home",2006,9,"Thursday",FALSE
